100,7603,-10,2013-06-01 04:00:00
15,400,-1,2015-02-09 05:00:00
320,58,2,2014-08-25 04:00:00
26,333,1,2013-02-13 05:00:00
8,427,-1,2014-03-20 04:00:00
1315,1,5,2012-04-17 04:00:00
108,2175,1,2012-02-12 05:00:00
813,748,-1,2012-12-01 05:00:00
2,8,5,2013-08-13 04:00:00
368,382,2,2011-05-22 04:00:00
8,7470,-10,2013-12-01 05:00:00
85,7602,-10,2013-03-29 04:00:00
45,7520,-10,2011-06-14 04:00:00
100,177,-10,2013-06-01 04:00:00
20,2,10,2012-04-02 04:00:00
42,7582,-10,2011-05-11 04:00:00
330,7600,-5,2013-03-26 04:00:00
134,7603,-10,2013-04-24 04:00:00
163,7560,-10,2014-07-05 04:00:00
7588,25,1,2012-07-29 04:00:00
272,142,-5,2012-01-12 05:00:00
397,666,1,2013-10-18 04:00:00
864,153,2,2011-06-17 04:00:00
1335,1808,1,2012-11-01 04:00:00
24,249,1,2013-05-28 04:00:00
159,145,3,2012-10-03 04:00:00
125,7431,-10,2013-03-09 05:00:00
176,737,5,2012-06-17 04:00:00
185,249,3,2013-10-01 04:00:00
491,177,-5,2013-04-27 04:00:00
986,540,1,2011-06-02 04:00:00
3159,8,2,2013-03-27 04:00:00
245,185,-10,2014-02-27 05:00:00
15,47,-1,2014-12-23 05:00:00
1432,514,2,2011-06-08 04:00:00
164,1393,-1,2014-12-04 05:00:00
1,519,2,2012-04-18 04:00:00
8,7603,-5,2014-03-12 04:00:00
8,7328,-1,2013-12-10 05:00:00
2068,79,1,2011-07-20 04:00:00
122,7565,-1,2012-11-06 05:00:00
3,6,8,2013-02-27 05:00:00
149,419,1,2011-04-08 04:00:00
7604,7601,10,2013-03-26 04:00:00
54,7564,-10,2011-07-19 04:00:00
173,398,1,2014-03-07 05:00:00
7,7540,-1,2012-11-13 05:00:00
759,7597,-10,2013-08-19 04:00:00
5837,7465,-10,2013-01-21 05:00:00
114,7370,-1,2016-01-17 05:00:00
710,4,3,2011-02-17 05:00:00
2265,700,1,2012-10-30 04:00:00
7564,45,-10,2011-06-16 04:00:00
85,199,-1,2014-04-25 04:00:00
346,35,1,2011-11-28 05:00:00
5,7544,-10,2014-08-14 04:00:00
48,75,2,2011-08-18 04:00:00
67,1730,1,2011-11-14 05:00:00
123,7556,-10,2012-12-07 05:00:00
113,7603,-10,2012-09-03 04:00:00
8,969,-1,2013-12-12 05:00:00
13,320,3,2013-01-28 05:00:00
7552,224,1,2011-04-29 04:00:00
10,1967,1,2011-05-18 04:00:00
272,7564,-10,2011-07-06 04:00:00
625,91,2,2010-12-27 05:00:00
108,2005,1,2011-06-09 04:00:00
485,7331,-1,2012-01-22 05:00:00
1708,89,1,2011-07-04 04:00:00
1,3101,1,2013-01-02 05:00:00
51,7573,-10,2012-03-11 05:00:00
356,7,2,2012-07-20 04:00:00
609,1093,1,2011-05-03 04:00:00
58,11,-8,2014-12-14 05:00:00
129,1220,4,2011-05-03 04:00:00
484,208,1,2013-05-04 04:00:00
367,7587,-10,2011-06-09 04:00:00
503,43,1,2012-06-09 04:00:00
321,7,-2,2014-04-29 04:00:00
177,7604,-10,2013-03-25 04:00:00
11,7445,-10,2013-11-14 05:00:00
11,2356,1,2013-04-21 04:00:00
1977,1978,1,2011-05-23 04:00:00
249,7595,-10,2013-03-30 04:00:00
703,244,2,2013-01-21 05:00:00
509,1157,1,2012-09-02 04:00:00
2244,7539,-10,2012-11-28 05:00:00
11,1159,3,2013-05-01 04:00:00
185,582,1,2012-03-16 04:00:00
211,1292,-1,2011-12-17 05:00:00
26,9,-5,2013-09-16 04:00:00
72,830,2,2013-12-19 05:00:00
8,2031,-1,2013-12-12 05:00:00
15,2,3,2011-08-03 04:00:00
452,7,1,2012-04-17 04:00:00
68,7334,-10,2013-03-25 04:00:00
37,113,5,2010-11-14 05:00:00
68,296,4,2012-10-11 04:00:00
424,95,-1,2012-11-14 05:00:00
1966,181,2,2011-05-17 04:00:00
1762,33,1,2012-04-22 04:00:00
97,177,10,2013-02-01 05:00:00
1171,7595,-1,2013-04-02 04:00:00
7602,177,-10,2013-07-19 04:00:00
346,305,2,2011-11-08 05:00:00
11,6878,-10,2014-02-11 05:00:00
238,714,10,2011-05-05 04:00:00
15,3427,1,2015-03-14 04:00:00
69,197,3,2012-04-03 04:00:00
1159,7528,-5,2012-10-07 04:00:00
3017,179,10,2012-09-23 04:00:00
2282,1,3,2012-11-25 05:00:00
2043,7564,2,2011-06-10 04:00:00
2,7552,-5,2014-09-29 04:00:00
30,1103,-10,2013-05-13 04:00:00
386,495,1,2013-10-23 04:00:00
151,38,2,2013-08-13 04:00:00
530,35,2,2013-03-04 05:00:00
106,422,1,2011-05-11 04:00:00
949,276,1,2012-04-07 04:00:00
179,7527,-10,2013-01-18 05:00:00
86,7560,-1,2014-06-26 04:00:00
90,2,2,2012-07-22 04:00:00
22,2651,1,2013-11-22 05:00:00
51,2150,1,2011-12-13 05:00:00
491,220,1,2014-08-15 04:00:00
217,1921,1,2011-05-20 04:00:00
78,25,1,2012-10-29 04:00:00
104,984,1,2014-04-13 04:00:00
6,7552,-10,2014-02-26 05:00:00
8,649,-1,2014-06-04 04:00:00
2512,355,1,2011-05-17 04:00:00
7594,688,-10,2013-01-11 05:00:00
95,124,-1,2012-12-09 05:00:00
318,7604,-10,2013-06-13 04:00:00
443,517,2,2012-01-20 05:00:00
177,1515,4,2012-09-20 04:00:00
7584,5342,-10,2013-01-24 05:00:00
100,44,3,2011-06-02 04:00:00
1,2744,1,2011-08-27 04:00:00
979,127,4,2013-05-09 04:00:00
60,16,1,2012-05-18 04:00:00
93,7515,-5,2013-05-28 04:00:00
43,7601,-10,2013-03-26 04:00:00
791,7395,-10,2011-07-17 04:00:00
190,798,-1,2012-05-17 04:00:00
1522,7506,-10,2012-10-16 04:00:00
13,2266,1,2012-11-07 05:00:00
145,95,-1,2012-12-20 05:00:00
3,199,1,2012-12-03 05:00:00
8,7474,-10,2013-12-11 05:00:00
151,2393,1,2013-10-17 04:00:00
88,185,-10,2014-12-18 05:00:00
22,7555,-10,2012-11-21 05:00:00
84,106,2,2011-05-14 04:00:00
798,1766,1,2012-04-22 04:00:00
10,1636,1,2011-05-18 04:00:00
437,1979,1,2011-05-24 04:00:00
42,7438,-10,2011-05-20 04:00:00
309,87,1,2013-10-28 04:00:00
21,5342,2,2012-07-11 04:00:00
145,7334,-5,2012-12-20 05:00:00
39,4,10,2011-06-18 04:00:00
1649,2298,1,2012-12-16 05:00:00
85,222,-2,2014-07-18 04:00:00
5342,7595,-8,2013-03-18 04:00:00
197,244,1,2013-03-04 05:00:00
5342,7556,-5,2012-11-27 05:00:00
2,798,-10,2012-06-11 04:00:00
605,15,4,2015-04-27 04:00:00
281,491,-5,2014-06-03 04:00:00
408,7564,4,2011-06-09 04:00:00
630,1710,1,2011-07-22 04:00:00
19,7585,-10,2013-11-21 05:00:00
3,1054,3,2013-03-08 05:00:00
5342,1611,-5,2013-03-02 05:00:00
93,115,1,2013-06-14 04:00:00
22,1138,1,2011-11-05 04:00:00
52,277,1,2012-03-12 04:00:00
15,7518,-10,2013-02-12 05:00:00
7531,5,-10,2014-02-26 05:00:00
62,229,1,2013-05-13 04:00:00
8,395,-1,2014-07-24 04:00:00
278,1638,-3,2012-10-27 04:00:00
1691,7600,-10,2013-02-07 05:00:00
3,493,3,2013-02-28 05:00:00
943,188,1,2011-10-22 04:00:00
9,409,-1,2013-04-06 04:00:00
1638,542,1,2011-08-02 04:00:00
15,55,-1,2014-08-11 04:00:00
174,11,-10,2014-07-30 04:00:00
20,31,8,2013-11-06 05:00:00
10,798,-1,2012-05-24 04:00:00
395,12,1,2013-06-19 04:00:00
5342,5389,-10,2012-12-20 05:00:00
393,7410,-1,2012-06-09 04:00:00
148,439,1,2011-02-08 05:00:00
2331,7552,-1,2014-02-27 05:00:00
468,7552,1,2011-03-16 04:00:00
145,7517,-10,2012-09-25 04:00:00
509,2345,2,2013-04-02 04:00:00
7595,249,-10,2013-03-30 04:00:00
700,800,2,2012-10-25 04:00:00
2961,18,1,2012-06-27 04:00:00
174,92,-1,2013-06-27 04:00:00
1780,69,1,2012-06-21 04:00:00
1859,81,2,2013-05-29 04:00:00
7550,7552,5,2013-08-15 04:00:00
301,7604,-10,2013-04-16 04:00:00
7336,239,-10,2012-11-17 05:00:00
1132,40,1,2011-08-24 04:00:00
173,7567,-10,2013-12-09 05:00:00
175,45,2,2011-05-14 04:00:00
166,7517,-10,2012-09-26 04:00:00
35,279,-1,2014-10-17 04:00:00
775,7449,-10,2011-05-31 04:00:00
565,149,2,2011-05-27 04:00:00
1517,102,2,2012-07-27 04:00:00
433,7541,-10,2013-04-22 04:00:00
360,7603,-5,2012-09-08 04:00:00
129,998,5,2011-05-01 04:00:00
58,7523,-5,2014-08-14 04:00:00
1441,615,1,2011-06-04 04:00:00
2377,36,1,2013-07-24 04:00:00
24,798,-1,2013-01-21 05:00:00
7601,1691,-10,2013-07-19 04:00:00
244,56,5,2013-03-14 04:00:00
117,798,-1,2012-02-20 05:00:00
1096,1696,1,2011-06-19 04:00:00
5,197,-10,2013-12-02 05:00:00
1651,202,2,2011-06-03 04:00:00
66,98,2,2012-02-08 05:00:00
7564,7498,-10,2011-06-20 04:00:00
10,1424,2,2012-05-08 04:00:00
7594,937,-10,2013-01-11 05:00:00
37,15,3,2012-02-25 05:00:00
6,90,-10,2013-03-01 05:00:00
47,22,8,2013-05-01 04:00:00
111,7602,-10,2013-03-29 04:00:00
1522,7537,-10,2012-10-16 04:00:00
1523,2,1,2012-10-07 04:00:00
222,31,-1,2014-07-20 04:00:00
1134,176,-10,2013-02-05 05:00:00
8,268,-1,2014-03-23 04:00:00
30,5533,-10,2012-09-25 04:00:00
840,10,1,2011-06-10 04:00:00
188,7599,-10,2013-03-26 04:00:00
7517,7553,-10,2012-09-25 04:00:00
8,7355,-1,2014-02-11 05:00:00
79,2675,1,2011-06-20 04:00:00
8,7412,-10,2013-11-12 05:00:00
605,230,2,2015-04-26 04:00:00
6,177,-2,2014-03-13 04:00:00
7564,7372,-10,2011-06-20 04:00:00
7507,650,1,2013-11-17 05:00:00
1351,13,1,2012-12-19 05:00:00
7440,145,-10,2011-07-02 04:00:00
7,1308,2,2012-06-13 04:00:00
22,170,-2,2012-02-29 05:00:00
102,7596,-1,2011-06-06 04:00:00
876,7476,-10,2014-01-08 05:00:00
803,695,2,2012-07-16 04:00:00
19,86,-1,2014-06-13 04:00:00
174,8,3,2013-03-04 05:00:00
5,2408,-8,2014-05-05 04:00:00
6,31,8,2014-05-22 04:00:00
132,384,2,2011-07-15 04:00:00
58,7422,-2,2014-08-22 04:00:00
863,679,1,2011-06-10 04:00:00
157,1561,1,2014-03-02 05:00:00
177,1053,1,2012-11-23 05:00:00
161,103,1,2012-05-12 04:00:00
1581,7420,-10,2013-09-22 04:00:00
1249,7564,-1,2011-06-12 04:00:00
3035,61,8,2013-01-21 05:00:00
379,40,1,2011-02-08 05:00:00
7564,102,-10,2011-06-20 04:00:00
375,7578,-10,2014-09-03 04:00:00
31,177,-10,2013-07-19 04:00:00
1774,32,1,2012-05-24 04:00:00
13,20,3,2012-07-25 04:00:00
3080,30,1,2012-12-05 05:00:00
13,659,7,2013-12-23 05:00:00
19,2336,-3,2014-04-30 04:00:00
7521,58,-10,2014-02-24 05:00:00
39,217,2,2011-07-13 04:00:00
188,15,-1,2012-04-08 04:00:00
87,7415,-2,2013-12-07 05:00:00
15,7335,-1,2015-12-31 05:00:00
991,845,1,2011-04-18 04:00:00
1921,15,-1,2013-02-10 05:00:00
7601,188,-10,2013-07-19 04:00:00
7398,258,-1,2013-12-15 05:00:00
358,7603,-10,2012-09-11 04:00:00
85,1322,-1,2014-06-23 04:00:00
7601,177,-10,2013-07-19 04:00:00
687,7593,-10,2012-04-11 04:00:00
410,282,-5,2012-08-07 04:00:00
236,350,1,2012-06-06 04:00:00
36,840,-1,2013-08-27 04:00:00
91,200,8,2011-05-30 04:00:00
1,2351,1,2013-04-15 04:00:00
1221,7603,-10,2012-09-04 04:00:00
79,2104,1,2011-07-20 04:00:00
19,3373,1,2014-05-26 04:00:00
672,76,1,2011-06-08 04:00:00
413,10,1,2013-05-10 04:00:00
1919,40,1,2011-02-16 05:00:00
5342,13,1,2012-11-07 05:00:00
177,810,5,2012-09-16 04:00:00
30,7604,-10,2013-03-25 04:00:00
5342,76,-5,2012-11-07 05:00:00
2378,34,1,2013-09-04 04:00:00
30,7579,-10,2013-05-31 04:00:00
13,178,2,2012-11-28 05:00:00
248,5,10,2013-09-02 04:00:00
8,2354,-1,2014-01-23 05:00:00
468,356,1,2011-05-14 04:00:00
981,59,5,2013-08-15 04:00:00
97,1136,1,2011-10-15 04:00:00
24,34,5,2014-03-27 04:00:00
2336,3435,1,2015-05-19 04:00:00
1158,7603,-10,2012-09-06 04:00:00
7595,1691,-10,2013-03-22 04:00:00
417,754,-10,2014-08-03 04:00:00
4,2439,1,2011-03-09 05:00:00
35,126,3,2014-04-24 04:00:00
593,7397,-10,2012-07-22 04:00:00
366,45,1,2011-05-17 04:00:00
1534,13,4,2013-01-03 05:00:00
1137,14,1,2011-12-15 05:00:00
13,487,-10,2013-01-25 05:00:00
411,95,2,2012-09-20 04:00:00
126,168,1,2014-05-04 04:00:00
7599,1691,-10,2013-07-19 04:00:00
55,272,-10,2012-02-25 05:00:00
38,1489,1,2012-03-04 05:00:00
1162,85,1,2012-09-18 04:00:00
257,1077,1,2012-01-08 05:00:00
15,7415,-1,2013-11-30 05:00:00
454,7552,-1,2014-02-14 05:00:00
188,161,-1,2013-01-02 05:00:00
82,7591,-10,2014-08-29 04:00:00
651,984,1,2014-08-28 04:00:00
104,185,-5,2014-07-30 04:00:00
22,7483,-4,2012-09-15 04:00:00
3154,3,3,2013-03-13 04:00:00
15,14,-10,2013-02-28 05:00:00
3267,135,1,2013-07-13 04:00:00
507,535,2,2011-05-01 04:00:00
2336,400,-2,2014-10-03 04:00:00
15,31,-10,2015-05-29 04:00:00
1,2619,1,2011-06-14 04:00:00
7,7398,-10,2014-04-28 04:00:00
324,7569,-10,2011-05-04 04:00:00
7394,7520,-1,2011-06-14 04:00:00
725,2579,1,2011-06-04 04:00:00
53,754,-10,2014-08-04 04:00:00
7397,7376,-2,2012-04-27 04:00:00
146,2,1,2012-02-17 05:00:00
181,999,2,2011-05-13 04:00:00
21,197,1,2012-08-13 04:00:00
6,7604,-10,2013-04-01 04:00:00
2318,244,-1,2013-05-29 04:00:00
1,1261,2,2011-06-29 04:00:00
13,68,-10,2014-10-07 04:00:00
513,945,1,2012-02-14 05:00:00
35,85,-5,2014-12-22 05:00:00
196,7603,-1,2012-08-27 04:00:00
1285,255,1,2011-09-14 04:00:00
272,7596,-10,2011-06-16 04:00:00
8,7552,-8,2014-03-12 04:00:00
15,176,-10,2012-11-03 04:00:00
5342,7392,-5,2013-11-24 05:00:00
11,100,1,2012-02-06 05:00:00
200,503,1,2011-04-08 04:00:00
137,264,1,2012-06-05 04:00:00
122,17,1,2011-10-24 04:00:00
824,958,-2,2014-06-28 04:00:00
1691,7509,-10,2013-04-03 04:00:00
281,302,-1,2015-12-16 05:00:00
1348,882,1,2012-11-24 05:00:00
7586,46,-10,2012-10-30 04:00:00
8,3516,-1,2013-12-14 05:00:00
7517,13,-10,2012-09-25 04:00:00
663,2533,1,2011-05-23 04:00:00
798,117,-1,2012-02-24 05:00:00
1159,3774,-10,2013-04-18 04:00:00
701,1556,1,2013-04-12 04:00:00
381,2,5,2013-02-25 05:00:00
1278,22,1,2011-09-10 04:00:00
329,7604,-10,2013-03-26 04:00:00
177,7536,-10,2012-10-02 04:00:00
2408,7,-10,2014-04-29 04:00:00
49,7563,-10,2013-11-22 05:00:00
33,798,-3,2012-06-07 04:00:00
5342,353,-3,2012-10-19 04:00:00
278,7603,-10,2012-09-19 04:00:00
1179,6,1,2013-03-05 05:00:00
448,1007,5,2011-06-05 04:00:00
824,443,-1,2014-03-31 04:00:00
81,754,2,2013-04-18 04:00:00
5342,303,-3,2012-10-28 04:00:00
4,396,1,2012-11-27 05:00:00
11,264,1,2012-06-07 04:00:00
1182,1537,1,2013-03-25 04:00:00
42,11,2,2013-05-22 04:00:00
88,124,-1,2013-04-19 04:00:00
42,7,1,2012-08-31 04:00:00
86,19,-1,2014-06-13 04:00:00
641,99,-1,2013-04-30 04:00:00
1027,14,5,2012-01-16 05:00:00
9,7518,-1,2012-10-13 04:00:00
585,7600,-5,2012-09-08 04:00:00
179,124,1,2012-12-30 05:00:00
7386,902,-1,2015-12-18 05:00:00
259,199,1,2012-12-11 05:00:00
681,7564,-10,2011-10-19 04:00:00
143,696,2,2013-01-13 05:00:00
30,119,-10,2013-05-10 04:00:00
150,7564,-10,2011-06-11 04:00:00
389,57,1,2011-10-14 04:00:00
10,7399,-2,2014-08-09 04:00:00
1,1288,1,2011-11-20 05:00:00
85,7334,-10,2013-03-29 04:00:00
160,945,1,2012-07-29 04:00:00
206,7514,-10,2013-08-19 04:00:00
3133,1528,1,2013-02-26 05:00:00
708,7489,-10,2014-02-10 05:00:00
158,49,1,2013-12-28 05:00:00
754,81,2,2013-04-18 04:00:00
27,142,1,2013-09-16 04:00:00
62,205,1,2012-08-25 04:00:00
2976,205,1,2012-08-04 04:00:00
304,1,1,2011-09-13 04:00:00
1784,63,1,2014-07-07 04:00:00
167,23,3,2011-04-15 04:00:00
15,113,-10,2014-11-15 05:00:00
541,195,2,2011-06-09 04:00:00
158,19,1,2013-09-22 04:00:00
206,632,-1,2013-12-13 05:00:00
95,7602,-10,2013-07-19 04:00:00
1088,252,1,2011-04-25 04:00:00
249,7604,-10,2013-03-30 04:00:00
1,300,1,2011-06-08 04:00:00
851,7603,1,2011-08-26 04:00:00
1259,74,5,2011-06-07 04:00:00
8,360,-1,2014-03-22 04:00:00
897,145,-1,2015-06-01 04:00:00
8,585,-1,2014-03-22 04:00:00
62,2314,1,2013-02-05 05:00:00
402,249,3,2011-02-10 05:00:00
15,267,-10,2013-07-17 04:00:00
534,7582,-10,2011-05-07 04:00:00
1739,256,3,2012-02-11 05:00:00
67,2247,1,2012-08-24 04:00:00
1711,26,1,2011-09-13 04:00:00
1,7425,-1,2012-05-12 04:00:00
358,288,2,2013-01-17 05:00:00
8,7490,-1,2014-02-10 05:00:00
19,158,1,2013-09-22 04:00:00
5,7485,-10,2013-11-28 05:00:00
1349,1348,1,2012-12-06 05:00:00
38,7579,-1,2012-06-20 04:00:00
491,7602,-10,2013-04-27 04:00:00
150,7598,-10,2013-03-28 04:00:00
22,7603,-5,2012-09-17 04:00:00
1419,1624,1,2011-05-07 04:00:00
85,15,-1,2014-12-07 05:00:00
43,5392,-1,2012-08-18 04:00:00
25,115,1,2013-06-18 04:00:00
530,225,5,2012-12-26 05:00:00
6,116,1,2013-02-05 05:00:00
272,7577,-10,2012-03-26 04:00:00
45,7571,-10,2011-06-14 04:00:00
5,7380,-10,2013-10-27 04:00:00
15,145,-10,2014-07-24 04:00:00
338,58,-10,2014-08-14 04:00:00
7512,3,2,2013-05-21 04:00:00
479,256,1,2011-12-23 05:00:00
85,1162,1,2012-09-18 04:00:00
2,7482,-10,2012-08-23 04:00:00
43,7598,-10,2013-03-26 04:00:00
7598,177,-10,2013-07-19 04:00:00
35,80,-5,2013-09-04 04:00:00
5342,1235,-5,2012-11-05 05:00:00
75,26,1,2012-02-17 05:00:00
7536,145,-10,2012-09-25 04:00:00
7,7590,-10,2012-10-16 04:00:00
3226,58,1,2013-05-01 04:00:00
9,7387,-5,2012-03-12 04:00:00
8,107,-1,2014-03-22 04:00:00
2487,7589,-1,2011-05-10 04:00:00
7536,159,-10,2012-09-25 04:00:00
885,29,1,2012-12-29 05:00:00
8,7352,-1,2014-02-25 05:00:00
995,1210,-4,2011-06-12 04:00:00
1781,137,1,2012-08-17 04:00:00
1691,7602,-10,2013-03-26 04:00:00
49,1560,1,2013-04-29 04:00:00
1003,79,1,2011-07-19 04:00:00
2231,7565,-10,2012-07-12 04:00:00
491,7603,-10,2012-11-11 05:00:00
7374,7564,-10,2011-06-15 04:00:00
26,7603,-10,2012-09-11 04:00:00
150,7601,-10,2013-03-28 04:00:00
9,7602,-10,2013-03-26 04:00:00
8,1883,-1,2014-01-25 05:00:00
386,4,1,2011-08-21 04:00:00
15,374,-1,2014-04-13 04:00:00
1,1180,1,2013-02-01 05:00:00
7,1760,-10,2014-04-27 04:00:00
1972,239,2,2011-05-25 04:00:00
350,801,1,2012-07-07 04:00:00
131,169,1,2011-05-18 04:00:00
252,7564,-3,2011-06-12 04:00:00
29,7426,1,2012-09-15 04:00:00
376,824,1,2014-04-20 04:00:00
7,177,-10,2013-06-17 04:00:00
371,24,1,2014-08-01 04:00:00
7599,177,-10,2013-07-19 04:00:00
185,288,2,2013-10-01 04:00:00
383,715,1,2011-05-23 04:00:00
78,7526,-10,2012-01-06 05:00:00
2382,7380,2,2013-08-07 04:00:00
1,625,1,2010-12-27 05:00:00
8,78,-1,2013-12-17 05:00:00
346,117,2,2012-01-18 05:00:00
11,7588,-10,2012-11-23 05:00:00
71,243,8,2013-01-25 05:00:00
24,3147,1,2013-03-12 04:00:00
43,7535,-10,2012-09-15 04:00:00
174,177,-10,2013-06-06 04:00:00
8,593,-1,2013-12-22 05:00:00
904,103,1,2014-10-28 04:00:00
8,883,-1,2014-03-31 04:00:00
215,327,2,2011-06-04 04:00:00
26,11,-10,2014-04-09 04:00:00
15,1249,-1,2014-11-27 05:00:00
288,185,10,2013-01-19 05:00:00
31,11,-2,2014-08-09 04:00:00
58,7591,-5,2014-09-07 04:00:00
177,798,-10,2013-01-21 05:00:00
26,166,3,2012-07-08 04:00:00
145,7593,-10,2012-04-14 04:00:00
553,7603,-10,2012-08-29 04:00:00
2336,7560,-2,2014-10-08 04:00:00
5342,7430,-10,2013-01-09 05:00:00
188,11,-1,2014-08-09 04:00:00
2675,79,1,2011-06-20 04:00:00
720,7546,-1,2011-06-20 04:00:00
1232,2,1,2011-05-06 04:00:00
7,7528,-5,2012-10-07 04:00:00
1531,68,1,2012-10-31 04:00:00
69,10,1,2012-03-13 04:00:00
30,7421,-10,2013-08-30 04:00:00
8,52,-1,2014-01-13 05:00:00
476,1660,1,2011-06-01 04:00:00
136,158,1,2014-05-15 04:00:00
8,7494,-1,2014-02-10 05:00:00
2233,491,2,2012-07-18 04:00:00
86,145,-1,2014-12-18 05:00:00
1020,7583,-1,2012-05-29 04:00:00
1064,49,2,2014-12-23 05:00:00
88,7328,-1,2013-12-10 05:00:00
8,7492,-1,2014-02-10 05:00:00
2267,13,1,2012-10-23 04:00:00
5342,7594,-10,2013-01-11 05:00:00
7601,7,-10,2013-07-19 04:00:00
8,754,-1,2014-07-30 04:00:00
125,496,1,2013-11-20 05:00:00
473,150,1,2011-05-12 04:00:00
1,1720,1,2011-08-19 04:00:00
2,11,-5,2014-09-29 04:00:00
1,804,1,2012-05-21 04:00:00
2336,19,-5,2014-05-04 04:00:00
49,177,-1,2013-05-13 04:00:00
7562,245,-10,2013-04-15 04:00:00
214,1750,1,2012-09-12 04:00:00
356,8,1,2013-04-04 04:00:00
2026,541,2,2011-06-08 04:00:00
614,7571,-1,2011-06-14 04:00:00
1564,58,1,2013-04-24 04:00:00
8,599,-1,2014-04-21 04:00:00
2554,615,2,2011-06-05 04:00:00
5342,7407,-5,2013-02-02 05:00:00
180,186,5,2014-10-07 04:00:00
11,85,-10,2014-03-02 05:00:00
781,928,8,2011-06-03 04:00:00
1834,12,1,2013-06-14 04:00:00
7558,7466,-10,2013-11-19 05:00:00
277,272,-1,2012-02-18 05:00:00
354,7564,-4,2012-09-06 04:00:00
512,109,3,2011-03-04 05:00:00
372,20,5,2012-06-16 04:00:00
2396,6369,-10,2013-11-21 05:00:00
194,530,2,2013-03-22 04:00:00
196,7604,-10,2013-04-16 04:00:00
11,12,5,2013-12-29 05:00:00
255,97,1,2011-11-11 05:00:00
43,7417,-10,2012-09-18 04:00:00
512,460,1,2011-02-19 05:00:00
7386,114,1,2015-12-17 05:00:00
269,7552,-10,2014-02-25 05:00:00
508,1957,1,2011-06-04 04:00:00
2671,1700,1,2011-06-23 04:00:00
27,706,1,2014-05-06 04:00:00
2293,498,1,2014-10-14 04:00:00
32,177,-1,2013-07-03 04:00:00
355,444,1,2011-05-13 04:00:00
1156,2,1,2013-10-16 04:00:00
496,7558,-1,2013-11-21 05:00:00
1925,16,2,2011-04-25 04:00:00
313,148,1,2011-05-08 04:00:00
